251.49136169383428,251.9672670915598,252.32837960343875,250.53781909507327,251.04139268515823,251.23562208787163,273.0,267.26,259.0,250.31,257.0,251.441689,252.03342375548695,253.31716458532316,254.05392315054857,250.47005750167293,251.2552725051033,251.8661235410442,249.17069622716897,249.83643920633466,249.96327719297526,249.92174180314555,249.34678748622466,250.07295978390303
301.5051499783199,301.9382194178127,302.32633586092874,300.54157924394656,301.0791812460476,301.22949180650755,324.0,311.26,308.0,300.34,308.0,301.682822,302.0492180226702,303.2669979758574,304.04999285692014,300.47693301965694,301.30102999566395,301.85262802907926,299.15490195998575,299.8866058158004,299.9672074866037,299.9148662851615,299.30102999566395,300.086455295868
351.5185139398779,351.92551835817744,352.33041377334916,350.5403294747909,351.1139433523068,351.2317009231513,375.0,358.76,360.0,350.33,359.0,351.596319,352.0644579892269,353.24425484871887,354.0578181944321,350.4746532533621,351.3424226808222,351.8575177263452,349.139661993429,349.90934894293895,349.9593821490917,349.9171460514564,349.25963731050575,350.0815655986021
401.53147891704225,401.88315019968326,402.3424226808222,400.5078558716958,401.14612803567826,401.27223387361613,426.0,400.93,416.0,400.08,410.0,400.0715,402.0791812460476,403.16417606790196,404.08048217906804,400.41338359662313,401.3802112417116,401.94240141820234,399.1249387366083,399.98942772375585,399.9367181644558,399.9784157081953,399.22184874961636,399.9966819067449
451.56820172406697,452.1436392352745,452.41161970596323,450.45636603312903,450.9542425094393,451.17840862771294,463.0,453.2,470.0,450.24,455.0,450.212217,452.4771212547197,453.6849889063431,454.21856176164664,450.30760299382604,451.14612803567826,451.7546712498485,449.68124123737556,450.01997108093065,450.06746783886155,449.9269395974855,449.4559319556497,450.01222403321066
501.57978359661683,502.12450422483425,502.406540180434,500.4969296480732,501.0,501.1916941624753,514.0,509.2,523.0,500.52,506.0,500.2562328,502.4941545940184,503.64487168313514,504.207472789481,500.3797223853862,501.2041199826559,501.7812103764353,499.6642078980768,500.0600883041386,500.07855681102717,499.8548202059253,499.39794000867204,499.9856849066239
551.5440680443503,552.1992064791616,552.4361626470408,550.4683473304121,550.8450980400142,551.1581338844665,561.0,565.8,555.0,550.32,553.0,550.900048,552.4409090820652,553.7919992462555,554.2701195986189,550.3294589000598,551.0,551.7125060169157,550.28254658997,550.0870392589818,549.9840899981107,550.0949163087482,550.3979400086721,549.9456107338565
601.5563025007673,602.1880843737149,602.4166405073382,600.4727564493172,600.903089986992,601.1587467028695,612.0,611.8,617.0,600.35,604.0,600.879725,602.4593924877593,603.7715580860129,604.2293746309289,600.3373793836959,601.0791812460476,601.7138123695128,600.301029995664,600.0665980987392,599.9433450304207,600.1028367923843,600.4771212547197,599.9469170864536
651.568201724067,652.1436392352746,652.4116197059632,650.456366033129,650.9542425094393,651.178408627713,663.0,653.2,670.0,650.24,655.0,650.212217,652.4771212547197,653.684988906343,654.2185617616466,650.3076029938261,651.1461280356782,651.7546712498485,650.3187587626244,649.9800289190694,649.9325321611384,650.0730604025146,650.5440680443503,649.9877759667893
701.8573324964312,702.0899051114394,702.3926969532597,700.5415792439466,701.2552725051033,701.1763879834685,722.0,713.0,709.0,700.38,704.0,700.142216,703.0700378666078,703.5728716022005,704.1827569310404,700.475889007178,701.8864907251725,701.7506769881657,699.7258421507363,700.092146223212,699.9683369917446,699.9047743891625,699.803705354856,699.9917702284722
751.5797835966168,752.1245042248343,752.4065401804339,750.4969296480732,751.0,751.1916941624753,764.0,759.2,773.0,750.52,756.0,750.2562328,752.4941545940185,753.6448716831351,754.207472789481,750.3797223853862,751.2041199826559,751.7812103764353,750.3357921019232,749.9399116958614,749.9214431889728,750.1451797940747,750.6020599913279,750.0143150933761
801.8633228601204,802.0681858617462,802.3873898263387,800.5751878449277,801.2787536009529,801.1897345335601,821.0,807.0,812.0,800.1,803.0,800.3262338,803.0870712059066,803.5327543789925,804.1716679588748,800.5480083987381,801.9444826721501,801.7772161147525,799.7428754900351,800.052029000004,799.9572480195791,799.9768937807227,799.8616973018337,800.0183093550589
851.4913616938343,851.9672670915597,852.3283796034387,850.5378190950732,851.0413926851583,851.2356220878717,873.0,867.26,859.0,850.31,857.0,851.441689,852.033423755487,853.3171645853232,854.0539231505486,850.470057501673,851.2552725051033,851.8661235410442,850.829303772831,850.1635607936653,850.0367228070247,850.0782581968544,850.6532125137753,849.927040216097
901.8750612633917,902.0043213737827,902.3926969532597,900.5526682161122,901.3222192947339,901.2272394578387,921.0,909.0,925.0,900.19,903.0,901.112812,903.1126050015346,903.4031205211758,904.1788618871569,900.5020445538773,902.033423755487,901.8505261666077,899.7501225267833,900.0776048578126,899.9117840704164,900.04627114465,899.8750612633917,899.9426375905335
951.869231719731,952.0413926851583,952.3783979009481,950.5809249756757,951.301029995664,951.189132062526,970.0,950.0,967.0,950.05,952.0,950.304776,953.1034616220948,953.4807253789885,954.1525329484346,950.5597151582715,951.9956351945975,951.7760352584173,949.7592659062233,950.0,949.9381130091388,949.9886005402559,949.9128498242811,950.0171284987238
1001.5051499783199,1001.9382194178128,1002.3263358609288,1000.5415792439466,1001.0791812460476,1001.2294918065076,1024.0,1011.26,1008.0,1000.34,1008.0,1001.682822,1002.0492180226702,1003.2669979758574,1004.0499928569202,1000.4769330196569,1001.301029995664,1001.8526280290793,1000.8450980400142,1000.1133941841996,1000.0327925133963,1000.0851337148385,1000.698970004336,999.913544704132
1051.880813592281,1051.977723605289,1052.3909351071034,1050.5563025007673,1051.3424226808222,1051.2209888383147,1070.0,1053.0,1076.0,1050.22,1052.0,1051.353945,1053.1283992687179,1053.35295391171,1054.1749315935285,1050.5089200718614,1052.0791812460477,1051.8370306546426,1049.7659167939667,1050.027438248347,1049.907853776788,1050.0531466626342,1049.9208187539523,1049.9291420785685
